ID,COUNTRY_NAME,ISO2,ADMIN1,ADMIN2,SITE_NAME,SITE_CODE,LATITUDE,LONGITUDE,ASSAY_TYPE,TEST_TYPE,INSECTICIDE_CLASS,INSECTICIDE_TYPE,INSECTICIDE_CONC,INSECTICIDE_INTENSITY,YEAR_START,SPECIES,STAGE_ORIGIN,MOSQUITO_NUMBER,TEST_TIME,MORTALITY_ADJUSTED,RESISTANCE_STATUS,DATA_SOURCE,CITATION,CITATION_URL,DATA_CURATOR
DISPUB24_Z3JV5Y,Côte d’Ivoire,CI,Gbeke,Beoumi,Beoumi,IRCI90,7.672502,-5.593886,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Alpha-cypermethrin,0.05%,1,2020,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),102,24hrs,98.00,Susceptible,Centre d'Entomologie Medicale et Veterinaire,"Loukou KSP et al. (2024) Malaria incidence and resistance of Anopheles gambiae s.l, the main vector of malaria in Côte d’Ivoire: Correlation and resistance mechanisms in three localities with low and high incidence of malaria. International Journal of Biological and Chemical Sciences Vol. 18. No.2",https://www.ajol.info/index.php/ijbcs/article/view/274437,World Health Organization
DISPUB24_Z7UF4N,Côte d’Ivoire,CI,Worodougou,Seguela,Seguela,IRCI59,7.962167,-6.694451,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Alpha-cypermethrin,0.05%,1,2022,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),81,24hrs,1.20,Confirmed resistance,Centre Suisse de Recherches Scientifiques en Côte d'Ivoire,Chabi J et al. (2024) Level of involvement of four selected cytochrome P450s (CYPs) in pyrethroid-resistant Anopheles gambiae (s.s.) and Anopheles coluzzii across Côte d'Ivoire. Curr Res Parasitol Vector Borne Dis. 2024 Oct 19;6:100223.,https://pubmed.ncbi.nlm.nih.gov/39624208/,World Health Organization
DISPUB24_Z8LZ2O,Côte d’Ivoire,CI,Cavally,Guiglo,Guiglo,IRCI31,6.531178,-7.543096,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Permethrin,0.75%,1,2022,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),40,24hrs,5.00,Confirmed resistance,Centre Suisse de Recherches Scientifiques en Côte d'Ivoire,Chabi J et al. (2024) Level of involvement of four selected cytochrome P450s (CYPs) in pyrethroid-resistant Anopheles gambiae (s.s.) and Anopheles coluzzii across Côte d'Ivoire. Curr Res Parasitol Vector Borne Dis. 2024 Oct 19;6:100223.,https://pubmed.ncbi.nlm.nih.gov/39624208/,World Health Organization
DISPUB23_O2QG0Y,Côte d’Ivoire,CI,Agneby-Tiassa,Agboville,Azaguie,IRCI8,5.630507,-4.086356,Discriminating concentration bioassays,WHO tube test,Carbamates,Bendiocarb,0.1%,1,2018,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),80-100,24hrs,80.17,Confirmed resistance,Centre Suisse de Recherches Scientifiques en Côte d'Ivoire,Kouadio FA et al. (2023) Relationship between insecticide resistance profiles in Anopheles gambiae sensu lato and agricultural practices in Côte d'Ivoire. Parasit Vectors. 2023 Aug 9;16(1):270.,https://pubmed.ncbi.nlm.nih.gov/37559080/,World Health Organization
DISPUB23_R9MH0K,Côte d’Ivoire,CI,undefined,undefined,Issia,IRCI103,6.487614,-6.583677,Discriminating concentration bioassays,WHO tube test,Organochlorines,DDT,4%,1,2019,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),80-100,24hrs,16.88,Confirmed resistance,Centre Suisse de Recherches Scientifiques en Côte d'Ivoire,Kouadio FA et al. (2023) Relationship between insecticide resistance profiles in Anopheles gambiae sensu lato and agricultural practices in Côte d'Ivoire. Parasit Vectors. 2023 Aug 9;16(1):270.,https://pubmed.ncbi.nlm.nih.gov/37559080/,World Health Organization
DISPUB23_T2MP6D,Côte d’Ivoire,CI,Agboville,undefined,Boa Vincent,IRCI99,5.894750,-4.592300,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Deltamethrin,0.05%,1,2019,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),97,24hrs,6.00,Confirmed resistance,Not available,Kouamé RMA et al. (2023) Widespread occurrence of copy number variants and fixation of pyrethroid target site resistance in Anopheles gambiae (s.l.) from southern Côte d'Ivoire. Curr Res Parasitol Vector Borne Dis. 2023 Mar 5;3:100117.,https://pubmed.ncbi.nlm.nih.gov/36970448/,World Health Organization
DISPUB24_A3EJ0G,Côte d’Ivoire,CI,Savanes,Tchologo,Ferkessédougou,IRCI114,9.583333,-5.200000,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Permethrin,0.75%,1,2022,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),97,24hrs,2.06,Confirmed resistance,Centre Suisse de Recherches Scientifiques en Côte d'Ivoire,Chabi J et al. (2024) Level of involvement of four selected cytochrome P450s (CYPs) in pyrethroid-resistant Anopheles gambiae (s.s.) and Anopheles coluzzii across Côte d'Ivoire. Curr Res Parasitol Vector Borne Dis. 2024 Oct 19;6:100223.,https://pubmed.ncbi.nlm.nih.gov/39624208/,World Health Organization
DISPUB24_A6DH5M,Côte d’Ivoire,CI,Grands Ponts,Jacqueville,Jacqueville,IRCI86,5.207469,-4.424756,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Permethrin,0.75%,1,2021,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),104,24hrs,0.00,Confirmed resistance,Centre Suisse de Recherches Scientifiques en Côte d'Ivoire,Chabi J et al. (2024) Level of involvement of four selected cytochrome P450s (CYPs) in pyrethroid-resistant Anopheles gambiae (s.s.) and Anopheles coluzzii across Côte d'Ivoire. Curr Res Parasitol Vector Borne Dis. 2024 Oct 19;6:100223.,https://pubmed.ncbi.nlm.nih.gov/39624208/,World Health Organization
DISPUB24_B1DS2F,Côte d’Ivoire,CI,Lacs,Moronou,Bongouanou,IRCI112,6.647045,-4.204330,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Permethrin,0.75%,1,2022,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),86,24hrs,14.29,Confirmed resistance,Centre Suisse de Recherches Scientifiques en Côte d'Ivoire,Chabi J et al. (2024) Level of involvement of four selected cytochrome P450s (CYPs) in pyrethroid-resistant Anopheles gambiae (s.s.) and Anopheles coluzzii across Côte d'Ivoire. Curr Res Parasitol Vector Borne Dis. 2024 Oct 19;6:100223.,https://pubmed.ncbi.nlm.nih.gov/39624208/,World Health Organization
DISPUB24_B4ZY7C,Côte d’Ivoire,CI,Belier,Yamoussoukro,Yamoussoukro,IRCI77,6.781680,-5.270890,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Deltamethrin,0.05%,1,2021,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),98,24hrs,8.16,Confirmed resistance,Centre Suisse de Recherches Scientifiques en Côte d'Ivoire,Chabi J et al. (2024) Level of involvement of four selected cytochrome P450s (CYPs) in pyrethroid-resistant Anopheles gambiae (s.s.) and Anopheles coluzzii across Côte d'Ivoire. Curr Res Parasitol Vector Borne Dis. 2024 Oct 19;6:100223.,https://pubmed.ncbi.nlm.nih.gov/39624208/,World Health Organization
DISPUB24_C7FG4J,Côte d’Ivoire,CI,Bounkani,Nassian,Nassian,IRCI93,8.452464,-3.476014,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Permethrin,0.75%,1,2021,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),58,24hrs,6.53,Confirmed resistance,Centre Suisse de Recherches Scientifiques en Côte d'Ivoire,Chabi J et al. (2024) Level of involvement of four selected cytochrome P450s (CYPs) in pyrethroid-resistant Anopheles gambiae (s.s.) and Anopheles coluzzii across Côte d'Ivoire. Curr Res Parasitol Vector Borne Dis. 2024 Oct 19;6:100223.,https://pubmed.ncbi.nlm.nih.gov/39624208/,World Health Organization
DISPUB24_C9RA2V,Côte d’Ivoire,CI,Belier,Yamoussoukro,Yamoussoukro,IRCI77,6.781680,-5.270890,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Alpha-cypermethrin,0.05%,1,2021,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),91,24hrs,26.40,Confirmed resistance,Centre Suisse de Recherches Scientifiques en Côte d'Ivoire,Chabi J et al. (2024) Level of involvement of four selected cytochrome P450s (CYPs) in pyrethroid-resistant Anopheles gambiae (s.s.) and Anopheles coluzzii across Côte d'Ivoire. Curr Res Parasitol Vector Borne Dis. 2024 Oct 19;6:100223.,https://pubmed.ncbi.nlm.nih.gov/39624208/,World Health Organization
DISPUB24_F4EN5L,Côte d’Ivoire,CI,Kabadougou,Odienne,Katiola,IRCI35,9.659167,-7.629722,Discriminating concentration bioassays,WHO tube test,Organophosphates,Pirimiphos-methyl,0.25%,1,2020,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,24hrs,100.00,Undetermined,Centre d'Entomologie Medicale et Veterinaire,"Loukou KSP et al. (2024) Malaria incidence and resistance of Anopheles gambiae s.l, the main vector of malaria in Côte d’Ivoire: Correlation and resistance mechanisms in three localities with low and high incidence of malaria. International Journal of Biological and Chemical Sciences Vol. 18. No.2",https://www.ajol.info/index.php/ijbcs/article/view/274437,World Health Organization
DISPUB24_G0OI1I,Côte d’Ivoire,CI,Gbeke,Sakassou,Sakassou,IRCI87,7.442324,-5.293114,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Alpha-cypermethrin,0.05%,1,2021,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),95,24hrs,3.60,Confirmed resistance,Centre Suisse de Recherches Scientifiques en Côte d'Ivoire,Chabi J et al. (2024) Level of involvement of four selected cytochrome P450s (CYPs) in pyrethroid-resistant Anopheles gambiae (s.s.) and Anopheles coluzzii across Côte d'Ivoire. Curr Res Parasitol Vector Borne Dis. 2024 Oct 19;6:100223.,https://pubmed.ncbi.nlm.nih.gov/39624208/,World Health Organization
DISPUB24_G7OU7L,Côte d’Ivoire,CI,Goh,Gagnoa 1,Gagnoa,IRCI26,6.151442,-5.951540,Discriminating concentration bioassays,WHO tube test,Carbamates,Bendiocarb,0.1%,1,2020,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),Not available,24hrs,69.00,Confirmed resistance,Centre Suisse de Recherches Scientifiques en Côte d'Ivoire,Ekra AK et al. (2024) Can neonicotinoid and pyrrole insecticides manage malaria vector resistance in high pyrethroid resistance areas in Côte d'Ivoire? Malar J. 2024 May 22;23(1):160.,https://pubmed.ncbi.nlm.nih.gov/38778399/,World Health Organization
DISPUB24_G8YT1O,Côte d’Ivoire,CI,Savanes,Tchologo,Ferkessédougou,IRCI114,9.583333,-5.200000,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Deltamethrin,0.05%,1,2022,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),97,24hrs,21.65,Confirmed resistance,Centre Suisse de Recherches Scientifiques en Côte d'Ivoire,Chabi J et al. (2024) Level of involvement of four selected cytochrome P450s (CYPs) in pyrethroid-resistant Anopheles gambiae (s.s.) and Anopheles coluzzii across Côte d'Ivoire. Curr Res Parasitol Vector Borne Dis. 2024 Oct 19;6:100223.,https://pubmed.ncbi.nlm.nih.gov/39624208/,World Health Organization
DISPUB24_H7PL5T,Côte d’Ivoire,CI,Loh-Djiboua,Divo,Divo,IRCI22,5.839500,-5.359900,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Deltamethrin,0.05%,1,2022,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),88,24hrs,28.41,Confirmed resistance,Centre Suisse de Recherches Scientifiques en Côte d'Ivoire,Chabi J et al. (2024) Level of involvement of four selected cytochrome P450s (CYPs) in pyrethroid-resistant Anopheles gambiae (s.s.) and Anopheles coluzzii across Côte d'Ivoire. Curr Res Parasitol Vector Borne Dis. 2024 Oct 19;6:100223.,https://pubmed.ncbi.nlm.nih.gov/39624208/,World Health Organization
DISPUB24_H9CI9C,Côte d’Ivoire,CI,Bafing,Touba,Touba,IRCI72,8.284169,-7.681943,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Permethrin,0.75%,1,2022,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),91,24hrs,2.20,Confirmed resistance,Centre Suisse de Recherches Scientifiques en Côte d'Ivoire,Chabi J et al. (2024) Level of involvement of four selected cytochrome P450s (CYPs) in pyrethroid-resistant Anopheles gambiae (s.s.) and Anopheles coluzzii across Côte d'Ivoire. Curr Res Parasitol Vector Borne Dis. 2024 Oct 19;6:100223.,https://pubmed.ncbi.nlm.nih.gov/39624208/,World Health Organization
DISPUB24_I7ZJ6V,Côte d’Ivoire,CI,Gbeke,Bouaké Sud,Bouaké,IRCI16,7.666667,-5.016600,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Deltamethrin,0.05%,1,2021,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),97,24hrs,27.84,Confirmed resistance,Centre Suisse de Recherches Scientifiques en Côte d'Ivoire,Chabi J et al. (2024) Level of involvement of four selected cytochrome P450s (CYPs) in pyrethroid-resistant Anopheles gambiae (s.s.) and Anopheles coluzzii across Côte d'Ivoire. Curr Res Parasitol Vector Borne Dis. 2024 Oct 19;6:100223.,https://pubmed.ncbi.nlm.nih.gov/39624208/,World Health Organization
DISPUB24_J5YV9K,Côte d’Ivoire,CI,Cavally,Guiglo,Guiglo,IRCI31,6.531178,-7.543096,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Alpha-cypermethrin,0.05%,1,2022,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),99,24hrs,9.10,Confirmed resistance,Centre Suisse de Recherches Scientifiques en Côte d'Ivoire,Chabi J et al. (2024) Level of involvement of four selected cytochrome P450s (CYPs) in pyrethroid-resistant Anopheles gambiae (s.s.) and Anopheles coluzzii across Côte d'Ivoire. Curr Res Parasitol Vector Borne Dis. 2024 Oct 19;6:100223.,https://pubmed.ncbi.nlm.nih.gov/39624208/,World Health Organization
DISPUB24_K2YB5W,Côte d’Ivoire,CI,Lacs,N'Zi,Dimbokro,IRCI113,6.650000,-4.700000,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Alpha-cypermethrin,0.05%,1,2022,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),78,24hrs,0.00,Confirmed resistance,Centre Suisse de Recherches Scientifiques en Côte d'Ivoire,Chabi J et al. (2024) Level of involvement of four selected cytochrome P450s (CYPs) in pyrethroid-resistant Anopheles gambiae (s.s.) and Anopheles coluzzii across Côte d'Ivoire. Curr Res Parasitol Vector Borne Dis. 2024 Oct 19;6:100223.,https://pubmed.ncbi.nlm.nih.gov/39624208/,World Health Organization
DISPUB24_L1FU7V,Côte d’Ivoire,CI,Marahoue,Bouafle,Bouafle,IRCI15,6.986600,-5.742400,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Permethrin,0.75%,1,2022,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),80,24hrs,15.91,Confirmed resistance,Centre Suisse de Recherches Scientifiques en Côte d'Ivoire,Chabi J et al. (2024) Level of involvement of four selected cytochrome P450s (CYPs) in pyrethroid-resistant Anopheles gambiae (s.s.) and Anopheles coluzzii across Côte d'Ivoire. Curr Res Parasitol Vector Borne Dis. 2024 Oct 19;6:100223.,https://pubmed.ncbi.nlm.nih.gov/39624208/,World Health Organization
GIL0117,Côte d’Ivoire,CI,Hambol,Dabakala,Dabakala,IRCI92,8.363330,-4.428611,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Deltamethrin,0.05%,1,2016,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,24hrs,45.00,Confirmed resistance,Institut Pierre Richet (IPR),"Oumbouke et al.. (2020) Fine scale spatial investigation of multiple insecticide resistance and underlying target-site and metabolic mechanisms in Anopheles gambiae in central Côte d’Ivoire. Scientific Reports volume 10, Article number: 15066 (2020)",https://pubmed.ncbi.nlm.nih.gov/32934291/,World Health Organization
GIL0130,Côte d’Ivoire,CI,Hambol,Katiola,Kouakro,IRCI95,8.383333,-5.133333,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Cyfluthrin,0.15%,1,2016,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,24hrs,32.00,Confirmed resistance,Institut Pierre Richet (IPR),"Oumbouke et al.. (2020) Fine scale spatial investigation of multiple insecticide resistance and underlying target-site and metabolic mechanisms in Anopheles gambiae in central Côte d’Ivoire. Scientific Reports volume 10, Article number: 15066 (2020)",https://pubmed.ncbi.nlm.nih.gov/32934291/,World Health Organization
GIL0134,Côte d’Ivoire,CI,Indenie-Djuablin,Bettie,Bettie,IRCI91,6.070502,-3.420461,Discriminating concentration bioassays,WHO tube test,Carbamates,Bendiocarb,0.1%,1,2016,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,24hrs,40.00,Confirmed resistance,Institut Pierre Richet (IPR),"Oumbouke et al.. (2020) Fine scale spatial investigation of multiple insecticide resistance and underlying target-site and metabolic mechanisms in Anopheles gambiae in central Côte d’Ivoire. Scientific Reports volume 10, Article number: 15066 (2020)",https://pubmed.ncbi.nlm.nih.gov/32934291/,World Health Organization
GIL0136,Côte d’Ivoire,CI,Hambol,Katiola,Akazankro,IRCI97,8.033333,-5.150000,Discriminating concentration bioassays,WHO tube test,Carbamates,Bendiocarb,0.1%,1,2016,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,24hrs,41.00,Confirmed resistance,Institut Pierre Richet (IPR),"Oumbouke et al.. (2020) Fine scale spatial investigation of multiple insecticide resistance and underlying target-site and metabolic mechanisms in Anopheles gambiae in central Côte d’Ivoire. Scientific Reports volume 10, Article number: 15066 (2020)",https://pubmed.ncbi.nlm.nih.gov/32934291/,World Health Organization
GIL0137,Côte d’Ivoire,CI,Bere,Mankono,Saoundi,IRCI96,8.300000,-5.433333,Discriminating concentration bioassays,WHO tube test,Carbamates,Bendiocarb,0.1%,1,2016,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,24hrs,41.00,Confirmed resistance,Institut Pierre Richet (IPR),"Oumbouke et al.. (2020) Fine scale spatial investigation of multiple insecticide resistance and underlying target-site and metabolic mechanisms in Anopheles gambiae in central Côte d’Ivoire. Scientific Reports volume 10, Article number: 15066 (2020)",https://pubmed.ncbi.nlm.nih.gov/32934291/,World Health Organization
GIL0139,Côte d’Ivoire,CI,San-Pedro,San Pedro,Sessenouan,IRCI94,4.744722,-6.639722,Discriminating concentration bioassays,WHO tube test,Carbamates,Bendiocarb,0.1%,1,2016,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,24hrs,53.00,Confirmed resistance,Institut Pierre Richet (IPR),"Oumbouke et al.. (2020) Fine scale spatial investigation of multiple insecticide resistance and underlying target-site and metabolic mechanisms in Anopheles gambiae in central Côte d’Ivoire. Scientific Reports volume 10, Article number: 15066 (2020)",https://pubmed.ncbi.nlm.nih.gov/32934291/,World Health Organization
GIL0140,Côte d’Ivoire,CI,Bounkani,Nassian,Nassian,IRCI93,8.452464,-3.476014,Discriminating concentration bioassays,WHO tube test,Organochlorines,DDT,4%,1,2016,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,24hrs,2.00,Confirmed resistance,Institut Pierre Richet (IPR),"Oumbouke et al.. (2020) Fine scale spatial investigation of multiple insecticide resistance and underlying target-site and metabolic mechanisms in Anopheles gambiae in central Côte d’Ivoire. Scientific Reports volume 10, Article number: 15066 (2020)",https://pubmed.ncbi.nlm.nih.gov/32934291/,World Health Organization
DISPUB24_L4QG6R,Côte d’Ivoire,CI,Kabadougou,Odienne,Katiola,IRCI35,9.659167,-7.629722,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Permethrin,0.75%,1,2020,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),103,24hrs,53.00,Confirmed resistance,Centre d'Entomologie Medicale et Veterinaire,"Loukou KSP et al. (2024) Malaria incidence and resistance of Anopheles gambiae s.l, the main vector of malaria in Côte d’Ivoire: Correlation and resistance mechanisms in three localities with low and high incidence of malaria. International Journal of Biological and Chemical Sciences Vol. 18. No.2",https://www.ajol.info/index.php/ijbcs/article/view/274437,World Health Organization
DISPUB24_L8XB4X,Côte d’Ivoire,CI,Indenie-Djuablin,Abengourou,Abengourou,IRCI1,6.729096,-3.496320,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Alpha-cypermethrin,0.05%,1,2021,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),93,24hrs,1.08,Confirmed resistance,Centre Suisse de Recherches Scientifiques en Côte d'Ivoire,Chabi J et al. (2024) Level of involvement of four selected cytochrome P450s (CYPs) in pyrethroid-resistant Anopheles gambiae (s.s.) and Anopheles coluzzii across Côte d'Ivoire. Curr Res Parasitol Vector Borne Dis. 2024 Oct 19;6:100223.,https://pubmed.ncbi.nlm.nih.gov/39624208/,World Health Organization
DISPUB24_L8YQ0V,Côte d’Ivoire,CI,Poro,Korhogo 2,Korhogo,IRCI37,9.450654,-5.626144,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Alpha-cypermethrin,0.05%,1,2021,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),Not available,24hrs,2.50,Confirmed resistance,Centre Suisse de Recherches Scientifiques en Côte d'Ivoire,Chabi J et al. (2024) Level of involvement of four selected cytochrome P450s (CYPs) in pyrethroid-resistant Anopheles gambiae (s.s.) and Anopheles coluzzii across Côte d'Ivoire. Curr Res Parasitol Vector Borne Dis. 2024 Oct 19;6:100223.,https://pubmed.ncbi.nlm.nih.gov/39624208/,World Health Organization
